amount,duration,payments,neg_balance,min_balance,mean_balance,gender,DB_mo,DB_dy,age,label
202848,48,4226,9.0,-8183.0999999999985,21575.2894736842,1,11,30,66,0
78600,24,3275,0.0,0.0,22426.815447154462,1,5,9,44,0
57120,48,1190,0.0,0.0,44975.80454545455,1,8,13,42,0
390660,60,6511,3.0,-7033.5999999999985,53005.0567567568,0,6,29,22,0
83628,36,2323,0.0,0.0,20558.440157480323,0,9,23,23,0
83628,36,2323,0.0,0.0,21007.392125984243,0,9,23,23,0
68124,12,5677,1.0,-2700.3999999999996,29910.841509433936,1,11,1,43,0
405780,60,6763,0.0,0.0,28490.149523809523,1,1,19,49,0
57360,12,4780,25.0,-20551.2,21280.11510204082,1,9,19,43,1
289920,48,6040,0.0,0.0,51432.01644736838,0,1,27,56,0
97392,12,8116,4.0,-2893.5,44788.372361809044,1,6,23,40,0
97392,12,8116,4.0,-2893.5,44788.372361809044,0,3,5,39,0
14028,12,1169,0.0,0.0,52776.53835125449,0,12,27,55,0
158184,36,4394,1.0,-1387.9000000000015,43648.45412371139,1,8,7,47,0
23520,12,1960,0.0,0.0,17646.67413793102,1,11,11,59,0
23520,12,1960,0.0,0.0,17646.67413793102,0,5,30,56,0
473280,60,7888,8.0,-15163.599999999999,36801.19272727274,0,7,1,33,1
128544,24,5356,0.0,0.0,43712.098245614,0,11,29,49,0
204780,60,3413,0.0,0.0,49628.29400000002,1,2,24,47,0
162576,36,4516,1.0,-21056.5,38357.35432692309,1,1,26,47,0
128268,36,3563,0.0,0.0,53911.58224299066,1,12,8,58,0
214596,36,5961,1.0,-18986.6,47127.76141732283,1,9,8,63,0
214596,36,5961,1.0,-18986.6,47127.76141732283,0,12,2,63,0
177804,36,4939,1.0,-13796.900000000001,43719.63625730997,0,7,7,29,0
389136,48,8107,4.0,-13790.0,38541.945121951234,1,9,7,33,0
271584,48,5658,1.0,-11247.300000000003,53832.33061224493,1,4,24,24,0
94512,12,7876,52.0,-70192.3,20172.24881889764,1,11,28,48,1
311232,48,6484,2.0,-6507.5,57302.53590733595,0,8,27,54,0
127200,48,2650,0.0,0.0,31710.80694444447,1,4,6,35,0
8616,24,359,1.0,-12906.3,33000.775845410615,1,10,27,25,0
360864,48,7518,43.0,-28190.7,33155.08801843313,0,10,26,23,1
66432,24,2768,0.0,0.0,25145.579245283,0,4,13,29,0
66432,24,2768,0.0,0.0,25145.579245283,1,9,28,37,0
78696,36,2186,0.0,0.0,34527.345789473664,0,3,24,29,0
197808,24,8242,0.0,0.0,50170.3412280702,0,11,3,38,0
349392,48,7279,0.0,0.0,54970.68021582732,1,6,3,46,0
44940,12,3745,2.0,-65133.0,50274.52,0,1,20,24,0
44952,24,1873,0.0,0.0,41953.107075471686,1,3,25,30,0
230400,60,3840,4.0,-10744.0,56827.572594752215,1,7,24,39,0
107352,36,2982,0.0,0.0,44819.84639175257,0,12,28,61,0
79344,48,1653,1.0,-4171.700000000001,26724.587192118226,0,6,5,49,0
260400,60,4340,14.0,-11368.2,23858.086521739137,0,6,19,50,1
590820,60,9847,1.0,-4250.8,32789.74474885844,1,8,22,33,0
68664,24,2861,2.0,-13686.0,30128.352112676064,0,2,19,20,0
68664,24,2861,2.0,-13686.0,30128.352112676064,1,8,27,17,0
153144,36,4254,1.0,-2527.4000000000015,44472.97695035457,1,2,17,31,0
26208,36,728,0.0,0.0,23672.156862745127,0,4,12,27,0
48096,24,2004,0.0,0.0,26640.12166666665,1,7,19,42,0
89280,12,7440,2.0,-1871.1999999999998,37533.81453488364,1,11,14,53,0
238716,36,6631,0.0,0.0,47373.09999999997,1,7,1,36,0
53472,12,4456,1.0,-25197.4,51531.3465753424,1,3,26,60,0
53472,12,4456,1.0,-25197.4,51531.3465753424,0,10,10,66,0
168264,36,4674,6.0,-4544.9,15713.119999999995,1,10,8,50,0
460980,60,7683,32.0,-13962.7,17131.098989898983,0,12,9,36,1
59448,24,2477,9.0,-12159.7,20559.688571428556,1,12,1,43,0
63972,36,1777,13.0,-16324.3,16406.398058252424,1,5,24,53,1
541200,60,9020,165.0,-26954.4,3677.5554179566584,0,12,18,54,1
219456,48,4572,0.0,0.0,50891.31585365852,0,1,15,40,0
219456,48,4572,0.0,0.0,50891.31585365852,1,3,10,45,0
129312,24,5388,16.0,-20534.800000000003,31324.446753246753,0,10,20,27,1
194256,24,8094,2.0,-11491.0,37422.51024390241,1,4,15,32,0
12540,12,1045,0.0,0.0,43490.52992700729,0,2,12,60,0
12540,12,1045,0.0,0.0,43490.52992700729,1,2,19,64,0
203940,60,3399,0.0,0.0,34774.07567567568,0,5,11,46,0
385560,60,6426,34.0,-42709.6,14578.793670886082,1,4,15,44,1
24792,24,1033,1.0,-17210.6,44803.512931034544,1,6,6,42,0
265320,36,7370,10.0,-19242.0,39033.481967213105,1,9,21,33,1
30276,12,2523,9.0,-24548.4,43208.21029411758,1,2,9,38,0
19248,12,1604,1.0,-5880.5999999999985,29638.1708074534,1,10,16,36,0
19248,12,1604,1.0,-5880.5999999999985,29638.1708074534,0,10,7,29,0
30276,12,2523,7.0,-19547.300000000003,45607.47132352942,1,2,9,38,0
100128,24,4172,1.0,-7013.5,58524.021399176985,0,4,6,52,0
45768,12,3814,3.0,-3554.5,49722.15543859643,1,8,1,56,0
45768,12,3814,3.0,-3554.5,49722.15543859643,0,2,9,62,0
42840,12,3570,0.0,0.0,30125.659398496246,1,11,11,63,0
155760,24,6490,4.0,-11815.6,33965.67159763314,0,7,31,52,0
130464,48,2718,0.0,0.0,45009.76415094343,1,3,22,26,0
87528,24,3647,1.0,-7867.5,49767.468181818185,1,2,16,49,0
87528,24,3647,1.0,-7867.5,49767.468181818185,0,3,1,48,0
77544,36,2154,1.0,-4699.4,33673.56204819276,0,4,14,58,0
49320,36,1370,0.0,0.0,25209.12011494251,1,2,1,34,0
24180,60,403,0.0,0.0,73886.53104838717,1,10,19,62,0
116496,24,4854,10.0,-9920.599999999999,27663.88924731182,1,10,7,42,0
468060,60,7801,2.0,-12218.400000000001,52802.57395348835,0,10,19,53,0
468060,60,7801,2.0,-12218.400000000001,52802.57395348835,1,4,1,55,0
293160,60,4886,1.0,-5863.699999999997,41208.30978260871,0,1,17,22,0
465504,48,9698,20.0,-9503.7,14254.381632653052,1,5,4,38,1
79824,12,6652,0.0,0.0,46748.810937500006,1,12,30,44,0
106128,36,2948,4.0,-25148.6,34821.6141791045,1,12,21,22,0
177504,48,3698,1.0,-1589.5999999999985,42882.36874999999,1,4,12,56,0
247920,48,5165,1.0,-16707.9,45458.82227979272,0,4,4,58,0
348120,60,5802,2.0,-9840.5,45195.03402777777,0,7,20,38,0
267600,48,5575,2.0,-42608.3,43374.10208333334,0,1,20,42,0
61320,60,1022,0.0,0.0,21939.383428571422,0,9,17,53,0
218064,48,4543,0.0,0.0,43425.40984848484,0,4,8,56,0
63576,12,5298,4.0,-65798.7,46785.97723577234,0,4,3,40,0
407952,48,8499,4.0,-7649.6,11582.690551181104,0,2,28,26,1
170448,48,3551,0.0,0.0,34804.03459119496,0,10,11,57,0
170448,48,3551,0.0,0.0,34804.03459119496,1,5,5,58,0
136368,24,5682,1.0,-9.599999999998545,37914.48972602739,1,7,4,31,0
143676,36,3991,0.0,0.0,42018.76263736266,1,12,12,48,0
66696,24,2779,0.0,0.0,61553.73821138214,1,1,1,24,0
152160,60,2536,7.0,-8171.3,18480.218279569886,0,4,11,52,0
152160,60,2536,7.0,-8171.3,18480.218279569886,1,7,10,52,0
125472,24,5228,2.0,-13755.099999999999,63140.14124293786,0,7,1,54,0
125472,24,5228,2.0,-13755.099999999999,63140.14124293786,1,7,19,56,0
35856,24,1494,0.0,0.0,47836.740963855416,0,7,19,33,0
123300,36,3425,4.0,-13199.900000000001,41674.240000000005,0,3,17,55,0
504000,60,8400,2.0,-3534.8,22458.30558375635,1,2,28,29,0
31260,12,2605,2.0,-989.1999999999998,18358.044210526306,1,3,21,32,0
31260,12,2605,2.0,-989.1999999999998,18358.044210526306,0,9,29,36,0
23412,12,1951,1.0,-22456.1,52497.82019704425,1,8,26,45,0
23412,12,1951,1.0,-22456.1,52497.82019704425,0,9,27,43,0
566640,60,9444,0.0,0.0,33387.40507614214,0,2,6,28,0
566640,60,9444,0.0,0.0,33387.40507614214,1,12,19,33,0
176328,36,4898,0.0,0.0,43422.61672597865,1,6,14,57,0
176328,36,4898,0.0,0.0,43422.61672597865,0,1,5,58,0
64224,24,2676,0.0,0.0,33975.789908256884,1,12,13,63,0
64224,24,2676,0.0,0.0,33975.789908256884,0,8,13,58,0
42384,12,3532,1.0,-15637.599999999999,37195.6985221675,0,12,7,59,0
22104,12,1842,0.0,0.0,46629.09225806451,0,4,10,35,0
57060,12,4755,1.0,-2449.5,40882.23762886601,1,3,9,57,0
37944,36,1054,0.0,0.0,58580.83571428564,0,4,10,34,0
122472,24,5103,1.0,-44171.1,42275.56748768469,0,1,31,39,0
160656,24,6694,4.0,-48749.2,40446.806696428604,0,12,10,30,0
374760,60,6246,1.0,-12458.400000000001,44081.894312796205,1,6,12,49,0
374760,60,6246,1.0,-12458.400000000001,44081.894312796205,0,8,24,46,0
194160,48,4045,0.0,0.0,24967.620869565177,0,5,10,55,0
321240,60,5354,1.0,-15801.0,59489.72063492055,1,1,23,30,0
153936,24,6414,1.0,-8457.1,43106.191666666644,1,8,28,51,0
156096,36,4336,2.0,-13515.0,35061.679245283,1,8,3,48,0
428784,48,8933,8.0,-7697.4,15808.935078534061,1,4,14,64,0
428784,48,8933,8.0,-7697.4,15808.935078534061,0,10,23,63,0
93036,12,7753,3.0,-5455.4,41325.49450549452,0,9,12,20,0
133800,24,5575,0.0,0.0,35801.02011494255,1,3,12,59,0
178500,60,2975,0.0,0.0,14556.46530612247,0,8,26,29,0
196224,48,4088,1.0,-2802.300000000003,58907.32173913041,1,3,16,50,0
220440,60,3674,2.0,-12991.5,29327.146938775513,0,11,2,45,0
215040,60,3584,0.0,0.0,35173.168456375875,0,10,20,40,0
52236,36,1451,0.0,0.0,37948.580116959085,1,9,25,62,0
52236,36,1451,0.0,0.0,37948.580116959085,0,8,26,64,0
194280,60,3238,0.0,0.0,41122.69033816426,1,8,12,31,0
23328,12,1944,1.0,-32571.8,30685.988636363647,0,10,19,36,0
23328,12,1944,1.0,-32571.8,30685.988636363647,1,2,27,40,0
272220,60,4537,0.0,0.0,40949.20744680855,0,11,27,60,0
334620,60,5577,0.0,0.0,52255.231521739115,0,5,9,39,0
334620,60,5577,0.0,0.0,52255.231521739115,1,7,23,45,0
40632,12,3386,0.0,0.0,47399.16161137438,0,5,3,55,0
49044,12,4087,0.0,0.0,28345.643373493986,0,4,11,47,0
84288,48,1756,2.0,-4561.0,28695.560000000012,0,9,27,43,0
157068,36,4363,1.0,-1352.5999999999985,41011.0735632184,0,9,12,29,0
133848,24,5577,8.0,-4389.9,33927.57660818714,0,6,6,40,0
22356,36,621,1.0,-2055.1000000000004,19878.853398058236,1,4,4,60,0
36204,12,3017,9.0,-17977.3,20819.52146596858,1,1,6,62,1
240528,48,5011,5.0,-13678.7,27016.07210884355,1,6,29,44,0
279072,48,5814,10.0,-8619.199999999997,29894.666428571407,1,1,19,31,0
279072,48,5814,10.0,-8619.199999999997,29894.666428571407,0,6,23,33,0
188532,36,5237,1.0,-22390.4,49651.670048309184,0,9,1,25,0
49488,24,2062,0.0,0.0,36236.2476744186,0,11,12,59,0
50976,36,1416,1.0,-3091.9000000000015,22958.33193717278,1,10,27,21,0
41256,12,3438,1.0,-2880.300000000003,55743.71939799318,1,8,3,62,0
41256,12,3438,1.0,-2880.300000000003,55743.71939799318,0,12,10,60,0
140880,60,2348,2.0,-8821.5,31831.646739130443,1,12,27,43,0
321360,60,5356,1.0,-9841.300000000003,42255.595979899495,1,1,24,25,0
110736,48,2307,0.0,0.0,27990.431782945772,0,1,30,60,0
110736,48,2307,0.0,0.0,29951.556589147287,0,1,30,60,0
144960,48,3020,1.0,-6114.199999999997,54028.63066037737,0,3,17,33,0
339168,48,7066,0.0,0.0,29334.415533980573,0,1,13,58,0
93888,36,2608,1.0,-12576.099999999999,51004.65555555557,1,7,2,64,0
93888,36,2608,1.0,-12576.099999999999,51004.65555555557,0,9,17,57,0
104964,12,8747,0.0,0.0,31886.123428571405,1,5,11,34,0
74352,24,3098,0.0,0.0,38733.090425531904,0,11,23,43,0
191580,60,3193,0.0,0.0,14336.188775510209,0,1,11,34,0
81144,36,2254,1.0,-8283.5,47226.66956521737,0,5,27,56,0
45720,12,3810,1.0,-927.7000000000007,29704.168707483004,0,12,15,22,0
140064,24,5836,0.0,0.0,53201.279057591666,0,7,18,50,0
130896,24,5454,0.0,0.0,33195.889374999984,0,6,15,46,0
130896,24,5454,0.0,0.0,33195.889374999984,1,8,15,52,0
10944,36,304,0.0,0.0,21508.82812499999,1,7,10,49,0
49872,12,4156,1.0,-11205.400000000001,49747.074657534155,0,2,12,33,0
22260,60,371,0.0,0.0,28311.698333333345,0,11,26,60,0
136344,24,5681,0.0,0.0,29253.185227272694,0,5,26,36,0
136344,24,5681,0.0,0.0,29253.185227272694,1,9,10,38,0
495180,60,8253,2.0,-5749.5999999999985,34518.85810810811,0,12,25,21,0
174960,24,7290,1.0,-604.7000000000007,52697.59040404037,0,9,15,23,0
43200,24,1800,0.0,0.0,34852.364000000016,0,5,16,51,0
5148,12,429,1.0,-13623.7,32907.15200000001,0,3,18,37,0
45456,12,3788,1.0,-9473.900000000001,34317.894791666666,0,5,15,53,0
140688,48,2931,0.0,0.0,36404.36228070176,1,6,23,59,0
140688,48,2931,0.0,0.0,36404.36228070176,0,11,13,60,0
140688,48,2931,0.0,0.0,39171.57631578946,1,6,23,59,0
140688,48,2931,0.0,0.0,39171.57631578946,0,11,13,60,0
112752,36,3132,1.0,-10878.3,42187.663218390786,0,1,5,44,0
314688,48,6556,2.0,-2772.7999999999993,41567.882876712334,1,1,26,26,0
151200,36,4200,3.0,-7102.0,36310.7088888889,1,10,10,54,0
390000,48,8125,2.0,-5600.7,33919.17959183674,1,12,13,53,0
185640,60,3094,0.0,0.0,24893.83300000002,0,7,16,38,0
76104,24,3171,0.0,0.0,20320.08592592591,0,10,3,39,0
76104,24,3171,0.0,0.0,20320.08592592591,1,6,13,36,0
69600,48,1450,0.0,0.0,39135.74895104901,1,4,14,31,0
69600,48,1450,0.0,0.0,39135.74895104901,0,4,18,37,0
234336,48,4882,2.0,-3415.2000000000007,32116.819819819815,0,12,3,29,0
152460,60,2541,0.0,0.0,17033.756896551728,0,11,17,49,0
156420,60,2607,0.0,0.0,39570.51509433964,1,3,8,43,0
30012,12,2501,2.0,-16648.0,40334.93943661972,1,11,26,47,0
78720,48,1640,0.0,0.0,39576.33090909094,0,6,1,56,0
269964,36,7499,0.0,0.0,47516.43277310922,0,2,14,21,0
212976,36,5916,3.0,-17007.9,36911.97934782611,0,6,27,27,0
212976,36,5916,3.0,-17007.9,36911.97934782611,1,6,21,22,0
184620,60,3077,0.0,0.0,27706.315131578936,0,9,16,37,0
225504,48,4698,0.0,0.0,46071.33896103895,1,1,28,20,0
71820,36,1995,0.0,0.0,46048.814999999966,1,2,9,36,0
108720,60,1812,0.0,0.0,41682.216504854376,0,10,2,34,0
208332,36,5787,2.0,-5611.200000000001,50782.13580246914,0,4,18,20,0
88608,12,7384,0.0,0.0,41591.607831325244,1,12,9,53,0
88608,12,7384,0.0,0.0,41591.607831325244,0,10,26,45,0
31140,60,519,0.0,0.0,33151.46219512198,1,1,20,23,0
12792,12,1066,0.0,0.0,32302.20982142857,0,7,19,27,0
96984,36,2694,1.0,-141.60000000000036,13275.941935483872,1,1,28,28,0
64860,60,1081,0.0,0.0,40363.23743016752,0,11,2,21,0
331584,48,6908,1.0,-10637.0,32731.47286821704,0,5,26,27,0
331584,48,6908,1.0,-10637.0,32731.47286821704,1,4,20,33,0
109344,12,9112,0.0,0.0,42451.299999999996,0,10,25,56,0
290820,60,4847,0.0,0.0,43539.04803149608,1,10,28,63,0
58764,12,4897,4.0,-4116.799999999999,33248.15616438357,0,1,1,54,0
58764,12,4897,4.0,-4116.799999999999,33248.15616438357,1,5,21,59,0
280440,60,4674,1.0,-19533.800000000003,37600.984722222245,0,9,9,48,0
271260,60,4521,14.0,-6355.4,8673.678571428565,1,1,6,29,0
170700,60,2845,4.0,-7741.2,27213.308730158722,1,8,4,29,0
335184,48,6983,24.0,-22488.7,19054.76717557249,0,4,3,22,1
210744,36,5854,0.0,0.0,33010.371830985925,1,11,29,22,0
86184,36,2394,2.0,-11555.3,23116.607142857156,1,8,31,32,0
249792,48,5204,1.0,-49020.7,38941.810666666686,1,1,13,35,0
172272,24,7178,1.0,-6430.699999999997,46370.48902439026,1,3,12,57,0
437460,60,7291,0.0,0.0,28817.94939759035,0,6,24,47,0
231168,48,4816,1.0,-2294.9000000000015,42707.39322033899,0,5,11,22,0
125472,24,5228,3.0,-4425.0,38128.104065040665,1,11,25,60,0
37812,12,3151,4.0,-6854.6,37636.94966887417,0,1,26,35,0
170832,48,3559,0.0,0.0,54997.167032967,1,1,7,30,0
42816,12,3568,0.0,0.0,13836.597169811326,1,6,1,63,0
42816,12,3568,0.0,0.0,13836.597169811326,0,9,14,59,0
209040,24,8710,1.0,-16603.3,39349.21555555554,1,3,25,21,0
88200,36,2450,0.0,0.0,35907.27256637167,1,12,3,56,0
88200,36,2450,0.0,0.0,35907.27256637167,0,11,16,55,0
321936,48,6707,1.0,-52.09999999999991,31000.460294117664,0,4,8,39,0
321936,48,6707,1.0,-52.09999999999991,31000.460294117664,1,7,26,43,0
74916,36,2081,1.0,-8935.199999999997,45881.445812807855,1,9,16,58,0
253560,60,4226,0.0,0.0,30161.208,0,6,20,49,0
113436,36,3151,2.0,-10380.199999999997,51791.657812499965,1,1,1,44,0
174840,60,2914,0.0,0.0,28963.658928571425,0,5,7,49,0
253200,60,4220,0.0,0.0,29366.41153846152,1,11,27,64,0
39168,24,1632,0.0,0.0,48848.39054054054,0,2,22,21,0
385584,48,8033,1.0,-5942.199999999997,57894.406122449,1,10,22,26,0
385584,48,8033,1.0,-5942.199999999997,57894.406122449,0,8,4,21,0
44640,24,1860,1.0,-29362.2,33629.57654320985,1,2,11,43,0
44640,24,1860,1.0,-29957.9,34073.693827160496,1,2,11,43,0
17952,12,1496,1.0,-128.90000000000146,25152.3445945946,0,2,22,46,0
165780,60,2763,4.0,-45237.5,35802.92265625,1,7,24,49,0
38496,12,3208,0.0,0.0,37796.335416666676,0,1,30,36,0
185544,36,5154,4.0,-7430.700000000001,15692.88181818183,1,9,29,61,0
82128,24,3422,3.0,-13402.7,25803.3510638298,1,4,3,31,0
318480,60,5308,5.0,-6111.2,30048.486718749966,1,8,26,48,1
189792,48,3954,3.0,-5424.0,26659.733333333344,1,6,7,60,0
327660,60,5461,3.0,-7131.3,39275.749285714286,0,3,18,58,0
41988,12,3499,1.0,-15858.5,34136.327338129486,1,3,9,27,0
41988,12,3499,1.0,-15858.5,34136.327338129486,0,6,7,34,0
69624,36,1934,1.0,-17629.6,45247.84842767297,1,1,23,53,0
16032,48,334,0.0,0.0,19272.03909774436,0,12,8,35,0
99744,24,4156,0.0,0.0,33819.825688073426,0,8,28,29,0
99216,36,2756,0.0,0.0,45819.97395833335,0,3,22,49,0
99216,36,2756,0.0,0.0,45819.97395833335,1,1,14,56,0
317460,60,5291,1.0,-2079.9000000000015,52010.42549019612,1,11,20,25,0
91248,48,1901,1.0,-4233.299999999999,22094.250000000004,0,1,8,27,0
276084,36,7669,1.0,-4072.5,48166.057894736776,0,3,13,36,0
163332,36,4537,2.0,-9001.0,20421.963768115955,1,12,8,63,0
230220,36,6395,1.0,-1793.5999999999985,49232.84303797465,1,1,26,50,0
160920,36,4470,0.0,0.0,38811.990625000006,1,10,19,29,0
352704,48,7348,1.0,-2864.3,21912.898275862084,0,12,27,50,0
52512,12,4376,0.0,0.0,47023.13636363642,1,12,15,56,0
139488,24,5812,4.0,-14099.5,34391.24056603774,1,9,4,31,0
55632,24,2318,6.0,-16771.0,23801.057758620696,1,12,18,52,0
240900,60,4015,2.0,-3096.3999999999996,21200.249593495922,0,8,25,51,0
